,Make,Model,2016,2017,2018,2019,2020,2021,January_2022,February_2022,March_2022,April_2022,May_2022,June_2022,2022,Ex-Showroom_Price,Displacement_in_cc,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity_in_litres,Fuel_Type,Height_in_mm,Length_in_mm,Width_in_mm,Body_Type,Doors,City_Mileage_in_km_per_litre,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range_in_km_per_full_charge,Max_Power_in_hp,Max_Torque_in_Nm
1153,Toyota,Fortuner,617.74,1156.18,208.49,852.15,1071.17,1106.96,106.6,1.97,7.48,162.47,190.88,242.86,712.26,3205000.0,2755.0,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80.0,Diesel,1835.0,4795.0,1855.0,SUV,5,12.55,12.9,12.9 km/litre,,1970 kg,5,220 mm,Ventilated Disc,Ventilated Disc,Double wishbone,4-Link with Coil Spring,1540 mm,1540 mm,265/65R17,265/65R17,Electric Power,All Windows,,Smart Key,Digital,Analog,Analog,Yes,7.0,Leather,Automatic,2745 mm,265/65R17,Yes,Yes,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,296 litres,Yes,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2610 kg,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,,7.0,15.6:1,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment with Memory,Yes,Yes,,Cup Holders,,Yes,Yes,,,Yes,,,Yes,Yes,Yes,,,Yes,,,,,,174.58,450.0
1160,Toyota,Glanza,39.65,15.62,364.81,79.23,602.24,86.66,101.01,210.8,110.49,83.96,106.5,143.22,755.98,721900.0,1197.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,37.0,Petrol,1540.0,3995.0,1745.0,Hatchback,5,,,23.87 km/litre,,910 kg,5,,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,,,195 / 55 R16,195 / 55 R16,Electric Power,All Windows,Yes,Smart Key,Digital,"Analog, Digital",Analog,2,5.0,Fabric,Manual,2520 mm,195 / 55 R16,Yes,1,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,339 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,,2 Zone Climate Control,Yes,,Yes,,Yes,,Normal,Yes,Yes,,,Yes,Yes,,Yes,Yes,All Rows,1360 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",,,Rear sensors,Yes,Yes,,,Yes,,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,,,Yes,,,,,,,Yes,,,,,,,,,Yes,Yes,,,87.78,113.0
1165,Toyota,Innova Crysta,505.93,82.01,923.86,1225.38,648.11,197.26,64.01,57.61,219.46,115.4,120.92,231.78,809.18,1605000.0,2393.0,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,55.0,Diesel,1795.0,4735.0,1830.0,MUV,5,12.0,,15.4 km/litre,,1805 kg,5,167 mm,Ventilated Disc,Drum,Double Wishbone with Coil spring,4-Link with Coil Spring,1540 mm,1540 mm,205/65R16,205/65R16,Electric Power,All Windows,,Remote,Digital,Analog,Analog,Yes,7.0,Fabric,Manual,2750 mm,205/65R16,,,Not on offer,,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",,Internal,,,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,,Internal,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2430 kg,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,,3.0,,"Reach, Rake",,,,Yes,,,,,,,,Yes,,,Yes,,,,,Yes,,,Yes,Yes,,,,,,,,,,,,,147.95,343.0
1181,Toyota,Land Cruiser,334.93,244.76,720.54,431.03,977.76,1239.19,122.59,51.56,160.68,220.23,167.16,93.26,815.48,14699000.0,4461.0,8.0,4.0,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,93.0,Diesel,1910.0,4950.0,1980.0,SUV,5,5.3,9.0,9 km/litre,,2740 kg,6,225 mm,Ventilated Disc,Ventilated Disc,Double wishbone,Four link with coil spring,1640 mm,1635 mm,285/60R18,285/60R18,Electric Power,All Windows,"Yes, with memory",Smart Key,Digital,Analog,Analog,Yes,7.0,Leather,Automatic,2850 mm,285/60R18,Yes,3,DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",621 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.9 meter,Yes,Driver & Front Passenger,Yes,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,3350 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags, Drive side airbag, Front passenger knee airbag",Yes,Yes,Yes,Yes,8.0,10.2:1,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,,261.37,650.0
1182,Toyota,Land Cruiser Prado,275.93,918.22,1119.27,975.73,613.0,667.11,75.0,30.25,99.65,77.41,128.6,59.12,470.03,9630000.0,2982.0,4.0,4.0,4WD,In-line,BS IV,"Front, Longitudinal",Injection,87.0,Diesel,1880.0,4840.0,1885.0,SUV,5,7.0,11.0,11.13 km/litre,,,5,,Ventilated Disc,Ventilated Disc,Double wishbone,4-Link with Air Spring,,,265/60R18,265/60R18,Electric Power,All Windows,"Yes, with memory",Smart Key,Digital,Analog,Analog,Yes,7.0,Leather,Automatic,2790 mm,265/60R18,Yes,2,DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,Yes,3 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2990 kg,"Curtain airbags, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,Yes,7.0,17.9:1,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,,170.63,410.0
1183,Toyota,Platinum Etios,1197.38,855.05,687.1,534.05,643.34,243.42,26.85,118.33,94.72,16.54,230.41,218.05,704.9,627100.0,1496.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Petrol,1510.0,4369.0,1695.0,Sedan,4,13.6,16.3,16.78 km/litre,,935 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1475 mm,1485 mm,175/70R15,175/70R15,Electric Power,All Windows,,Remote,Digital,Analog,Digital,Yes,5.0,Fabric,Manual,2550 mm,175/70R15,,Yes,Not on offer,,,3 years /100000 Kms (years/distance whichever comes first),,Internal,592 litres,,Yes,Yes,Digital,Front,,Front & Rear,Yes,,,With Remote,Digital,Manual,Analog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1285 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,16.5:1,Rake,,,,Yes,,,,,,,,,Manual Adjustment,,,,Yes,,,Yes,,,,Yes,,,,,,,,,,,,,88.77,132.0
1193,Toyota,Prius,989.97,97.81,936.08,310.99,176.9,1191.31,207.37,164.72,22.29,31.04,155.09,113.5,694.01,4509000.0,1798.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43.0,Hybrid,1490.0,4540.0,1760.0,Sedan,4,15.1,18.7,23.9 km/litre,,,5,165 mm,Ventilated Disc,Solid Disc,MacPherson struts (gas-filled shock absorbers with a stabilizer bar),Double wishbone,1525 mm,1520 mm,195/65R15,195/65R15,Electro-Hydraulic,All Windows,Yes,Smart Key,Digital,Analog,Analog,1,5.0,Leather,Automatic,2700 mm,R15,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,"With Remote, Internal",Analog,Manual,Analog,Yes,5.1 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1790 kg,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,Yes,7.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,Only front,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,96.66,142.0
1194,Toyota,Yaris,166.53,803.83,937.02,731.67,1003.3,28.7,178.14,170.39,74.45,131.36,61.53,149.02,764.89,940000.0,1496.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,,Injection,42.0,Petrol,1495.0,4425.0,1730.0,Sedan,4,,,17.1 km/litre,,1090 kg,6,152 mm,Ventilated Disc,Drum,MacPherson Strut with Staboilizer Bar,"Torsion Beam Axle with Stabilizer, Coil Spring",,,185 / 60 R15,185 / 60 R15,Electric Power,All Windows,,Yes,Yes,Analog,Yes,Yes,5.0,Fabric,Manual,2550 mm,185/60 R15,,Yes,Not on offer,Yes,,,,Internal,476 litres,,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,,,Internal,Yes,Manual,Analog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,Yes,,Yes,Yes,,,Yes,Yes,Yes,1580 kg,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Yes,Yes,Yes,,7.0,,Rake,,,Rear sensors,Yes,,,,Yes,,Yes,,Yes,Manual Adjustment,,,,Cup Holders,,,Yes,,,,,,,,,,,,,,,,,105.54,140.0
1208,Volkswagen,Ameo,46.52,546.75,290.5,1247.98,580.51,986.34,193.49,232.96,27.41,217.94,246.98,184.53,1103.31,711500.0,1498.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45.0,Diesel,1483.0,3995.0,1682.0,Sedan,4,15.3,21.66,21.66 km/litre,,1044 kg,,165 mm,Ventilated Disc,Drum,MacPherson Strut,Semi Independent Trailing Arm,1460 mm,1456 mm,185/60 R15,185/60 R15,Electric Power,Only Front Windows,,,Digital,Analog,Analog,,5.0,Fabric,Manual,2470 mm,R15,,Yes,Not on offer,Yes,Yes,,,Manual,330 litres,,Yes,Yes,Digital,Yes,,Front,,,Yes,Push to Open,Analog,Manual,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,,,,,,,,Yes,,,,,,,Yes,Yes,All Rows,1500 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,,2.0,16.5:1,"Rake, Reach",,,Rear sensors,,Yes,,,Yes,,,Yes,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,108.5,250.0
1216,Volkswagen,Passat,475.16,1098.62,116.39,746.75,571.4,618.67,134.43,46.87,127.02,161.51,198.89,132.12,800.84,3021500.0,1968.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1456.0,4767.0,1832.0,Sedan,4,,,17.42 km/litre,,1535 kg,7,,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,Multi-link with suspension stabiliser,1586 mm,1570 mm,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Remote,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2786 mm,215 / 60 R16,,2,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,586 litres,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.85 meter,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Front passenger curtain airbag",Yes,Yes,Yes,,9.0,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment with Memory,,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,177.54,350.0
1220,Volkswagen,Polo,49.9,733.46,674.05,13.68,978.67,525.69,24.96,82.37,69.3,239.16,8.33,66.9,491.02,582000.0,999.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45.0,Petrol,1469.0,3971.0,1682.0,Hatchback,5,14.0,16.0,18.78 km/litre,,1033 kg,5,165 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,1460 mm,1456 mm,175/70R14,175/70R14,Electric Power,Only Front Windows,,,Digital,Analog,Analog,Yes,5.0,Polyurethene,Manual,2469 mm,175/70R14,,Yes,Not on offer,,,2 years / Unlimited Kms,,Internal,280 litres,,Yes,Yes,Digital,Front,,Front,Yes,"2 years / 100,000 kms (whichever occurs first)",,Push to Open,Digital,Manual,Analog + Digital,Yes,4.97 meter,,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,Yes,All Rows,1520 kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,,Yes,,2.0,,"Rake, Reach",,,,Yes,,,,,,,,,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,,74.96,95.0
1228,Volkswagen,Tiguan,194.1,827.29,717.97,502.38,757.57,732.53,117.98,167.41,48.2,135.74,151.95,206.42,827.7,2814500.0,1968.0,4.0,4.0,AWD (All Wheel Drive),In-line,BS IV,,Injection,71.0,Diesel,1672.0,4486.0,1839.0,SUV,5,,,17.06 km/litre,,1720 kg,8,149 mm,Ventilated Disc,Solid Disc,McPherson Strut with Coil Spring Rear,Multi link,1578 mm,1568 mm,215/65R17,215/65R17,Electric Power,All Windows,"Yes, with memory",,Analog,Analog,Digital,Yes,5.0,Leather,Automatic,2677 mm,215/65R17,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,,Internal,615 litres,Yes,Yes,Yes,Digital,,Yes,Front & Rear,Yes,,Yes,Internal,Analog,,Analog + Digital,Yes,5.75 meter,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,,Yes,Yes,,,,,,,,,Yes,,,Yes,,All Rows,2250 kg,"Drive side airbag, Driver frontal airbag, Front passenger curtain airbag, Driver curtain airbag, Curtain airbags, Front passenger head airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,Air Conditioner : Auto Climate Control Air Conditioning,Rear sensors,,Yes,,,Yes,Touch Sensitive,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,,,,,,139.07,340.0
1230,Volkswagen,Vento,1062.7,952.84,1097.71,105.07,370.65,1048.61,145.87,186.67,70.49,114.67,29.35,184.87,731.92,876500.0,1598.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1467.0,4390.0,1699.0,Sedan,5,12.1,,16.09 km/litre,,1140 kg,5,163 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,1457 mm,1500 mm,175/70R14,175/70R14,Electric Power,All Windows,,,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2553 mm,175/70R14,,Yes,Not on offer,,,2 years / Unlimited Kms,,Internal,494 litres,,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",,Push to Open,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,,Yes,All Rows,1680 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,Yes,2.0,,"Rake, Reach",,,Rear sensors,Yes,,,,,,,,,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,,103.56,153.0
1242,Volvo,S60,447.13,1245.16,1110.43,462.91,123.52,333.06,248.72,182.4,145.23,121.39,151.37,88.15,937.26,5602000.0,1969.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,67.0,Petrol,1484.0,4635.0,2097.0,Sedan,4,13.2,18.5,,,1661 kg,8,136 mm,Ventilated Disc,Drum,MacPherson Strut,Multi - link,1588 mm,1585 mm,215/50R17,215/50R17,Electric Power,All Windows,,Yes,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2776 mm,R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,380 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.65 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,,Yes,,,,,,Yes,,,,,,,Yes,Yes,All Rows,2110 kg,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,,Yes,,6.0,,Rake,,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Electric Adjustment,,Yes,Yes,Yes,Yes,Yes,,,,Yes,,Yes,Yes,Yes,Yes,,,Yes,,,,,,366.91,470.0
1244,Volvo,S60 Cross Country,723.44,913.91,863.75,203.92,1180.95,1068.86,20.64,207.14,50.81,12.35,97.63,162.23,550.8,4426500.0,2400.0,5.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,67.0,Diesel,1539.0,4637.0,2097.0,"Sedan, Crossover",4,15.6,19.6,19.6 km/litre,,1776 kg,6,201 mm,Ventilated Disc,Ventilated Disc,"MacPherson Strut, Coil Spring",Independent suspension with McPherson Struts,1619 mm,1577 mm,215/50R17,215/50R17,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,Digital,Digital,Analog,Yes,4.0,Leather,Automatic,2774 mm,215/50R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",380 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,187.4,420.0
1245,Volvo,S90,1132.02,1053.62,770.8,691.21,524.03,750.66,124.43,27.7,92.52,58.61,62.37,229.9,595.53,5890000.0,1969.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,,Diesel,1443.0,4963.0,1879.0,Sedan,4,11.44,,,,,,152 mm,Ventilated Disc,Ventilated Disc,Double wishbone suspension,Integral Axle with Transverse Composite Leaf Spring,,,245/45R18,245/45R18,Electric Power,All Windows,"Yes, with memory",Smart Key,Analog,"Analog, Digital","Digital, Analog",Yes,5.0,Leather,Automatic,2941 mm,245/45R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"Internal, With Remote",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,"With Remote, Internal",Digital,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags",Yes,Yes,Yes,Yes,6.0,,"Reach, Rake",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,187.4,400.0
1246,Volvo,V40,287.42,461.37,770.5,1255.1,127.71,62.78,182.62,143.54,89.92,228.96,72.15,185.61,902.8,2769000.0,1984.0,5.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60.0,Diesel,1420.0,4369.0,2041.0,Hatchback,5,16.8,,16.81 km/litre,,1500 kg,6,133 mm,Ventilated Disc,Ventilated Disc,"MacPherson Strut, Coil Spring",Independent suspension with McPherson Struts,1559 mm,1546 mm,115/90R17,115/90R17,Electric Power,All Windows,Yes,Remote,Digital,Digital,Analog,Yes,5.0,Leather,Automatic,2647 mm,115/90R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"Manual, With Remote",324 litres,Yes,Yes,Yes,Digital,Yes,Yes,Yes,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,10.8 meter,Yes,Driver & Front Passenger,,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2020 kg,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger curtain airbag, Front passenger side airbag, Driver curtain airbag, Rear passenger curtain airbags",Yes,Yes,,,7.0,,"Rake, Reach",,,Rear sensors,,,,,Yes,,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,,Yes,Yes,Yes,,,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,147.95,350.0
1248,Volvo,V40 Cross Country,481.26,521.39,298.7,348.74,553.42,854.07,147.76,191.23,184.49,203.83,84.59,79.58,891.48,3283000.0,1984.0,5.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60.0,Diesel,1458.0,4370.0,1783.0,Hatchback,5,13.05,16.8,16.8 km/litre,,1607 kg,6,132 mm,Ventilated Disc,Ventilated Disc,"MacPherson Strut, Coil Spring",Independent suspension with McPherson Struts,1552 mm,1540 mm,115/90R16,115/90R16,Electric Power,All Windows,Yes,Smart Key,Digital,Digital,Analog,Yes,5.0,Leather,Automatic,2646 mm,115/90R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,324 litres,Yes,Yes,Yes,Digital,Yes,Yes,Yes,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,5.45 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,Yes,2040 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Yes,Yes,Yes,7.0,16.5,"Rake, Reach",,,Front and rear sensors with camera,,Yes,,,,Yes,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Yes,Yes,Yes,,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,,147.95,350.0
